619733.036 4239063.991 0.062
629219.181 4233351.415 0.064
616524.915 4230274.586 0.076
615154.778 4224384.364 0.072
630690.000 4257380.000 0.062
613544.532 4233963.292 0.086
606016.763 4236073.000 0.122
610006.045 4239295.730 0.151
629750.000 4233120.000 0.064
630435.000 4234220.000 0.064
